ko	Genes
K15789	Mhon_012422
K01754	Mhon_012425
K20644	Mhon_012426
K04416	Mhon_012432
K22063	Mhon_012434
K03681	Mhon_012435
K05931	Mhon_012436
K16490	Mhon_012437
K11647	Mhon_012438
K14820	Mhon_012439
K14618	Mhon_012441
K04255	Mhon_012442
K13802	Mhon_012442
K12184	Mhon_012445
K14075	Mhon_012448
K14073	Mhon_012454
K14075	Mhon_012454
K05759	Mhon_012459
K16804	Mhon_012460
K00213	Mhon_012461
K14191	Mhon_012463
K20100	Mhon_012471
K09270	Mhon_012474
K09606	Mhon_012477
K02971	Mhon_012480
K11271	Mhon_012484
K03848	Mhon_012485
K06642	Mhon_012490
K19685	Mhon_012491
K15040	Mhon_012517
K22262	Mhon_012520
K01346	Mhon_012521
K04225	Mhon_012530
K14071	Mhon_012530
K14072	Mhon_012530
K05925	Mhon_012533
K04225	Mhon_012534
K14071	Mhon_012534
K14072	Mhon_012534
K05925	Mhon_012536
K05925	Mhon_012538
K20053	Mhon_012553
K17573	Mhon_012557
K14529	Mhon_012559
K00901	Mhon_012561
K15450	Mhon_012563
K00432	Mhon_012564
K02955	Mhon_012568
K01565	Mhon_012569
K20053	Mhon_012573
K01896	Mhon_012574
K03267	Mhon_012575
K17908	Mhon_012580
K01896	Mhon_012581
K14209	Mhon_012585
K11549	Mhon_012586
K13095	Mhon_012587
K15360	Mhon_012588
K09400	Mhon_012589
K01080	Mhon_012599
K04403	Mhon_012605
K12841	Mhon_012607
K04372	Mhon_012608
K01835	Mhon_012609
K18260	Mhon_012615
K18260	Mhon_012616
K10624	Mhon_012617
K10401	Mhon_012620
K02992	Mhon_012624
K02899	Mhon_012626
K10882	Mhon_012627
K10882	Mhon_012630
K10882	Mhon_012632
K04565	Mhon_012636
K00281	Mhon_012637
K06067	Mhon_012639
K11404	Mhon_012639
K06689	Mhon_012642
K04986	Mhon_012645
K04988	Mhon_012645
K11855	Mhon_012647
K18441	Mhon_012648
K08898	Mhon_012649
K17480	Mhon_012649
K04392	Mhon_012660
K07861	Mhon_012660
K04392	Mhon_012661
K03955	Mhon_012662
K14325	Mhon_012667
K00274	Mhon_012668
K10583	Mhon_012670
K12198	Mhon_012671
K14325	Mhon_012673
K08292	Mhon_012685
K05757	Mhon_012687
K08852	Mhon_012690
K18412	Mhon_012690
K07934	Mhon_012692
K04467	Mhon_012693
K07209	Mhon_012693
K04467	Mhon_012694
K07209	Mhon_012694
K15537	Mhon_012695
K00731	Mhon_012696
K00731	Mhon_012698
K16487	Mhon_012701
K02677	Mhon_012702
K19662	Mhon_012702
K13578	Mhon_012703
K16487	Mhon_012704
K19369	Mhon_012713
K01044	Mhon_012714
K01049	Mhon_012714
K09935	Mhon_012715
K08857	Mhon_012718
K20877	Mhon_012718
K09935	Mhon_012719
K08857	Mhon_012721
K20877	Mhon_012721
K08857	Mhon_012722
K20877	Mhon_012722
K09935	Mhon_012723
K09935	Mhon_012728
K10393	Mhon_012730
K03671	Mhon_012731
K10393	Mhon_012733
K09935	Mhon_012734
K10393	Mhon_012735
K14721	Mhon_012742
K05016	Mhon_012743
K04437	Mhon_012745
K02895	Mhon_012746
K14717	Mhon_012746
K09270	Mhon_012747
K18435	Mhon_012747
K11664	Mhon_012750
K06631	Mhon_012751
K08861	Mhon_012751
K02969	Mhon_012752
K17086	Mhon_012753
K04239	Mhon_012754
K04239	Mhon_012755
K06639	Mhon_012758
K08875	Mhon_012762
K08875	Mhon_012764
K17499	Mhon_012766
K17306	Mhon_012770
K00207	Mhon_012777
K00207	Mhon_012778
K00207	Mhon_012779
K00207	Mhon_012780
K00207	Mhon_012781
K00207	Mhon_012782
K00207	Mhon_012783
K05286	Mhon_012784
K05286	Mhon_012785
K10570	Mhon_012786
K11108	Mhon_012787
K02734	Mhon_012788
K10436	Mhon_012789
K05286	Mhon_012790
K06072	Mhon_012792
K08187	Mhon_012792
K06072	Mhon_012800
K08187	Mhon_012800
K19511	Mhon_012802
K06067	Mhon_012803
K05283	Mhon_012805
K08764	Mhon_012807
K06662	Mhon_012811
K01187	Mhon_012817
K06662	Mhon_012822
K12047	Mhon_012823
K04455	Mhon_012824
K09542	Mhon_012824
K01411	Mhon_012826
K01411	Mhon_012829
K15027	Mhon_012830
K12874	Mhon_012831
K09086	Mhon_012832
K12492	Mhon_012834
K03128	Mhon_012835
K11838	Mhon_012841
K11838	Mhon_012843
K21878	Mhon_012845
K14638	Mhon_012846
K14638	Mhon_012850
K00115	Mhon_012855
K21270	Mhon_012855
K06094	Mhon_012857
K06094	Mhon_012858
K04233	Mhon_012863
K04233	Mhon_012864
K04233	Mhon_012865
K04261	Mhon_012874
K14073	Mhon_012875
K14075	Mhon_012875
K05120	Mhon_012879
K03424	Mhon_012887
K17307	Mhon_012888
K17579	Mhon_012890
K14003	Mhon_012891
K00432	Mhon_012895
K05361	Mhon_012895
K03013	Mhon_012896
K10848	Mhon_012901
K13120	Mhon_012902
K14767	Mhon_012903
K08892	Mhon_012905
K03138	Mhon_012910
K02922	Mhon_012912
K16862	Mhon_012918
K01292	Mhon_012922
K01294	Mhon_012922
K07752	Mhon_012922
K06638	Mhon_012926
K10352	Mhon_012928
K18669	Mhon_012928
K10352	Mhon_012930
K17751	Mhon_012930
K18669	Mhon_012930
K00623	Mhon_012933
K00623	Mhon_012935
K00623	Mhon_012936
K00623	Mhon_012937
K05665	Mhon_012942
K05667	Mhon_012942
K05665	Mhon_012943
K05667	Mhon_012943
K06269	Mhon_012948
K19948	Mhon_012950
K06269	Mhon_012955
K22403	Mhon_012958
K08515	Mhon_012959
K08855	Mhon_012960
K08855	Mhon_012961
K17095	Mhon_012963
K00049	Mhon_012964
K13403	Mhon_012964
K17095	Mhon_012965
K00049	Mhon_012966
K13403	Mhon_012966
K18756	Mhon_012967
K00981	Mhon_012968
K03950	Mhon_012969
K19489	Mhon_012974
K19490	Mhon_012974
K19491	Mhon_012974
K11305	Mhon_012976
K11306	Mhon_012976
K00856	Mhon_012978
K15281	Mhon_012984
K03860	Mhon_012985
K12482	Mhon_012987
K19919	Mhon_012988
K14304	Mhon_012990
K18258	Mhon_012991
K07374	Mhon_012995
K07374	Mhon_012996
K10289	Mhon_012997
K00472	Mhon_013000
K12311	Mhon_013002
K12311	Mhon_013003
K08873	Mhon_013006
K12897	Mhon_013015
K00326	Mhon_013019
K01881	Mhon_013020
K09022	Mhon_013022
K01164	Mhon_013023
K06130	Mhon_013024
K11291	Mhon_013027
K01527	Mhon_013029
K17695	Mhon_013032
K17696	Mhon_013032
K08287	Mhon_013038
K08841	Mhon_013038
K08842	Mhon_013038
K05693	Mhon_013041
K05695	Mhon_013041
K06776	Mhon_013041
K13297	Mhon_013041
K04194	Mhon_013044
K08378	Mhon_013044
K04194	Mhon_013045
K08378	Mhon_013045
K18630	Mhon_013050
K08798	Mhon_013052
K16311	Mhon_013052
K19009	Mhon_013052
K01148	Mhon_013055
K15684	Mhon_013056
K05312	Mhon_013061
K21988	Mhon_013064
K11417	Mhon_013067
K01011	Mhon_013068
K19371	Mhon_013068
K18729	Mhon_013079
K02576	Mhon_013103
K02577	Mhon_013103
K01897	Mhon_013104
K01897	Mhon_013105
K06685	Mhon_013108
K12898	Mhon_013109
K04348	Mhon_013113
K04515	Mhon_013117
K07748	Mhon_013122
K07521	Mhon_013125
K04802	Mhon_013126
K04802	Mhon_013128
K03861	Mhon_013130
K11089	Mhon_013133
K11089	Mhon_013134
K11089	Mhon_013135
K07511	Mhon_013139
K01517	Mhon_013144
K10645	Mhon_013148
K10249	Mhon_013160
K10249	Mhon_013167
K05693	Mhon_013169
K06776	Mhon_013169
K13297	Mhon_013169
K03283	Mhon_013177
K05503	Mhon_013180
K17823	Mhon_013181
K04686	Mhon_013189
K09356	Mhon_013189
K09357	Mhon_013189
K15045	Mhon_013191
K00252	Mhon_013192
K08501	Mhon_013194
K05948	Mhon_013195
K06843	Mhon_013206
K15890	Mhon_013220
K12323	Mhon_013231
K11366	Mhon_013233
K11166	Mhon_013234
K03022	Mhon_013235
K12323	Mhon_013239
K11428	Mhon_013251
K00849	Mhon_013267
K05294	Mhon_013273
K05294	Mhon_013278
K03676	Mhon_013309
K14946	Mhon_013314
K03253	Mhon_013315
K05692	Mhon_013316
K05692	Mhon_013318
K02981	Mhon_013319
K10345	Mhon_013321
K05643	Mhon_013322
K03065	Mhon_013334
K10773	Mhon_013336
K07928	Mhon_013339
K04430	Mhon_013340
K03035	Mhon_013343
K18808	Mhon_013345
K03035	Mhon_013348
K09869	Mhon_013354
K09884	Mhon_013354
K09869	Mhon_013355
K09884	Mhon_013355
K09869	Mhon_013359
K09884	Mhon_013359
K09869	Mhon_013360
K09884	Mhon_013360
K11997	Mhon_013378
K12026	Mhon_013378
K11997	Mhon_013381
K11997	Mhon_013383
K09173	Mhon_013386
K00476	Mhon_013390
K18055	Mhon_013390
K09288	Mhon_013393
K09561	Mhon_013394
K12735	Mhon_013394
K01639	Mhon_013397
K01639	Mhon_013399
K05209	Mhon_013401
K05210	Mhon_013401
K14387	Mhon_013403
K14387	Mhon_013404
K14387	Mhon_013405
K14387	Mhon_013408
K14387	Mhon_013409
K03102	Mhon_013411
K13044	Mhon_013411
K22378	Mhon_013412
K16750	Mhon_013413
K11251	Mhon_013414
K15621	Mhon_013417
K14763	Mhon_013420
K14763	Mhon_013421
K17922	Mhon_013425
K11416	Mhon_013428
K11416	Mhon_013429
K19915	Mhon_013432
K08799	Mhon_013452
K01044	Mhon_013460
K01049	Mhon_013460
K01050	Mhon_013460
K03927	Mhon_013460
K01044	Mhon_013461
K01049	Mhon_013461
K01050	Mhon_013461
K01063	Mhon_013461
K03927	Mhon_013461
K07378	Mhon_013461
K14999	Mhon_013461
K01044	Mhon_013462
K01049	Mhon_013462
K01050	Mhon_013462
K01063	Mhon_013462
K03927	Mhon_013462
K07378	Mhon_013462
K14999	Mhon_013462
K01044	Mhon_013463
K01049	Mhon_013463
K01050	Mhon_013463
K01063	Mhon_013463
K03927	Mhon_013463
K07378	Mhon_013463
K14999	Mhon_013463
K01044	Mhon_013464
K01049	Mhon_013464
K01050	Mhon_013464
K01063	Mhon_013464
K03927	Mhon_013464
K07378	Mhon_013464
K14999	Mhon_013464
K01044	Mhon_013465
K01049	Mhon_013465
K01050	Mhon_013465
K01063	Mhon_013465
K03927	Mhon_013465
K07378	Mhon_013465
K14999	Mhon_013465
K00665	Mhon_013468
K10345	Mhon_013470
K08731	Mhon_013473
K17398	Mhon_013476
K17399	Mhon_013476
K19613	Mhon_013479
K08731	Mhon_013480
K00164	Mhon_013482
K15015	Mhon_013483
K07819	Mhon_013484
K05627	Mhon_013485
K00164	Mhon_013486
K02157	Mhon_013488
K10270	Mhon_013490
K10270	Mhon_013492
K10270	Mhon_013494
K10380	Mhon_013500
K04695	Mhon_013505
K04696	Mhon_013505
K04701	Mhon_013505
K19513	Mhon_013506
K19513	Mhon_013507
K00857	Mhon_013508
K00857	Mhon_013510
K13349	Mhon_013511
K09383	Mhon_013512
K15608	Mhon_013512
K05863	Mhon_013517
K05863	Mhon_013518
K19363	Mhon_013519
K19363	Mhon_013520
K19363	Mhon_013521
K19363	Mhon_013522
K19363	Mhon_013523
K08858	Mhon_013526
K04194	Mhon_013530
K04195	Mhon_013530
K04196	Mhon_013530
K08378	Mhon_013530
K11843	Mhon_013533
K06234	Mhon_013534
K11427	Mhon_013537
K11843	Mhon_013538
K08189	Mhon_013540
K11810	Mhon_013540
K18416	Mhon_013541
K18417	Mhon_013541
K14570	Mhon_013542
K21121	Mhon_013543
K17866	Mhon_013544
K05330	Mhon_013545
K04678	Mhon_013546
K05502	Mhon_013549
K08076	Mhon_013549
K09608	Mhon_013549
K13045	Mhon_013549
K13046	Mhon_013549
K13047	Mhon_013549
K02183	Mhon_013550
K02183	Mhon_013551
K22414	Mhon_013553
K15112	Mhon_013555
K19347	Mhon_013555
K04364	Mhon_013556
K03030	Mhon_013558
K19672	Mhon_013559
K08040	Mhon_013561
K10646	Mhon_013562
K01620	Mhon_013563
K21442	Mhon_013564
K00915	Mhon_013565
K18667	Mhon_013566
K07048	Mhon_013567
K08147	Mhon_013568
K08149	Mhon_013568
K08147	Mhon_013570
K08149	Mhon_013570
K05695	Mhon_013571
K06777	Mhon_013571
K05695	Mhon_013577
K06777	Mhon_013577
K05695	Mhon_013578
K06777	Mhon_013578
K03575	Mhon_013579
K05695	Mhon_013581
K06777	Mhon_013581
K03575	Mhon_013582
K19695	Mhon_013586
K20310	Mhon_013587
K00772	Mhon_013588
K10769	Mhon_013591
K16831	Mhon_013593
K06813	Mhon_013594
K16501	Mhon_013594
K05293	Mhon_013595
K10423	Mhon_013595
K16365	Mhon_013598
K16310	Mhon_013599
K19695	Mhon_013601
K03691	Mhon_013606
K12047	Mhon_013607
K12316	Mhon_013607
K08106	Mhon_013616
K13208	Mhon_013622
K17888	Mhon_013625
K13199	Mhon_013638
K03754	Mhon_013640
K01044	Mhon_013653
K01049	Mhon_013653
K01050	Mhon_013653
K01063	Mhon_013653
K03927	Mhon_013653
K07378	Mhon_013653
K14999	Mhon_013653
K01044	Mhon_013654
K01049	Mhon_013654
K01050	Mhon_013654
K01063	Mhon_013654
K03927	Mhon_013654
K07378	Mhon_013654
K14999	Mhon_013654
K01044	Mhon_013655
K01049	Mhon_013655
K01050	Mhon_013655
K01063	Mhon_013655
K03927	Mhon_013655
K07378	Mhon_013655
K14999	Mhon_013655
K01044	Mhon_013656
K01049	Mhon_013656
K01050	Mhon_013656
K01063	Mhon_013656
K03927	Mhon_013656
K07378	Mhon_013656
K14999	Mhon_013656
K10777	Mhon_013659
K15201	Mhon_013659
K19403	Mhon_013661
K08342	Mhon_013663
K02876	Mhon_013664
K19753	Mhon_013665
K10749	Mhon_013667
K18442	Mhon_013669
K09613	Mhon_013670
K12734	Mhon_013683
K01196	Mhon_013684
K06963	Mhon_013687
K04225	Mhon_013688
K08375	Mhon_013688
K13354	Mhon_013689
K06252	Mhon_013691
K06252	Mhon_013692
K06092	Mhon_013694
K06095	Mhon_013694
K03283	Mhon_013697
K12737	Mhon_013702
K07937	Mhon_013708
K07939	Mhon_013711
K07977	Mhon_013711
K09851	Mhon_013713
K09851	Mhon_013716
K06058	Mhon_013731
K02187	Mhon_013733
K02187	Mhon_013749
K13165	Mhon_013752
K14464	Mhon_013759
K14464	Mhon_013760
K21437	Mhon_013762
K17455	Mhon_013764
K02258	Mhon_013768
K06944	Mhon_013769
K20406	Mhon_013770
K03652	Mhon_013771
K05863	Mhon_013772
K02915	Mhon_013773
K08493	Mhon_013774
K00940	Mhon_013778
K20790	Mhon_013778
K10153	Mhon_013781
K09289	Mhon_013784
K01889	Mhon_013787
K20858	Mhon_013788
K10949	Mhon_013789
K07414	Mhon_013792
K07418	Mhon_013792
K07422	Mhon_013792
K04239	Mhon_013808
K11251	Mhon_013813
K01206	Mhon_013814
K05209	Mhon_013817
K05210	Mhon_013817
K16449	Mhon_013818
K02130	Mhon_013820
K14996	Mhon_013822
K16810	Mhon_013823
K01206	Mhon_013825
K01206	Mhon_013826
K11463	Mhon_013827
K07945	Mhon_013832
K15033	Mhon_013833
K05693	Mhon_013837
K06776	Mhon_013837
K13297	Mhon_013837
K18032	Mhon_013837
K20655	Mhon_013879
K00825	Mhon_013880
K13202	Mhon_013884
K14846	Mhon_013885
K09275	Mhon_013887
K14018	Mhon_013891
K01273	Mhon_013893
K06776	Mhon_013893
K09209	Mhon_013901
K13943	Mhon_013901
K10278	Mhon_013902
K06711	Mhon_013903
K14537	Mhon_013908
K20098	Mhon_013914
K20098	Mhon_013915
K10631	Mhon_013916
K04261	Mhon_013918
K04261	Mhon_013926
K04261	Mhon_013931
K14829	Mhon_013932
K05641	Mhon_013934
K05643	Mhon_013934
K02685	Mhon_013939
K14617	Mhon_013940
K05641	Mhon_013943
K05643	Mhon_013943
K14829	Mhon_013944
K04261	Mhon_013945
K02685	Mhon_013947
K14617	Mhon_013948
K15201	Mhon_013950
K17046	Mhon_013952
K11975	Mhon_013953
K10808	Mhon_013954
K10808	Mhon_013956
K03872	Mhon_013963
K09059	Mhon_013971
K12114	Mhon_013971
K12736	Mhon_013997
K08789	Mhon_014000
K08789	Mhon_014002
K06694	Mhon_014013
K10412	Mhon_014014
K16343	Mhon_014016
K16343	Mhon_014019
K03877	Mhon_014020
K07820	Mhon_014020
K03877	Mhon_014021
K07820	Mhon_014021
K03877	Mhon_014022
K07820	Mhon_014022
K03877	Mhon_014023
K07820	Mhon_014023
K14845	Mhon_014030
K08880	Mhon_014031
K04405	Mhon_014032
K14388	Mhon_014038
K14386	Mhon_014039
K14388	Mhon_014039
K06689	Mhon_014046
K19031	Mhon_014048
K22144	Mhon_014048
K00710	Mhon_014052
K08798	Mhon_014055
K12401	Mhon_014064
K14557	Mhon_014068
K05692	Mhon_014069
K05692	Mhon_014070
K04346	Mhon_014072
K04639	Mhon_014072
K14286	Mhon_014073
K00820	Mhon_014074
K02330	Mhon_014075
K18644	Mhon_014076
K05855	Mhon_014079
K10144	Mhon_014081
K10144	Mhon_014082
K19695	Mhon_014090
K04255	Mhon_014098
K08266	Mhon_014101
K14848	Mhon_014103
K07376	Mhon_014106
K14387	Mhon_014107
K17497	Mhon_014108
K17095	Mhon_014116
K02427	Mhon_014118
K04936	Mhon_014119
K17609	Mhon_014124
K14072	Mhon_014125
K00681	Mhon_014126
K00681	Mhon_014127
K08028	Mhon_014131
K09081	Mhon_014131
K09082	Mhon_014131
K02537	Mhon_014133
K00507	Mhon_014135
K00771	Mhon_014138
K02087	Mhon_014139
K04936	Mhon_014140
K04725	Mhon_014146
K16060	Mhon_014146
K16061	Mhon_014146
K07204	Mhon_014148
K04195	Mhon_014150
K04255	Mhon_014151
K04256	Mhon_014151
K05693	Mhon_014154
K05695	Mhon_014154
K06776	Mhon_014154
K13297	Mhon_014154
K05693	Mhon_014158
K06776	Mhon_014158
K13297	Mhon_014158
K05693	Mhon_014161
K05695	Mhon_014161
K06776	Mhon_014161
K13297	Mhon_014161
K05693	Mhon_014171
K06776	Mhon_014171
K13297	Mhon_014171
K05693	Mhon_014177
K06776	Mhon_014177
K13297	Mhon_014177
K05693	Mhon_014178
K06776	Mhon_014178
K13297	Mhon_014178
K05693	Mhon_014179
K06776	Mhon_014179
K13297	Mhon_014179
K17087	Mhon_014181
K10767	Mhon_014182
K17095	Mhon_014183
K10604	Mhon_014186
K08665	Mhon_014189
K09637	Mhon_014189
K09640	Mhon_014189
K01316	Mhon_014190
K09614	Mhon_014190
K09640	Mhon_014190
K01323	Mhon_014191
K12177	Mhon_014193
K04402	Mhon_014203
K11275	Mhon_014210
K18208	Mhon_014220
K17592	Mhon_014224
K17973	Mhon_014234
K20286	Mhon_014237
K20286	Mhon_014239
K20286	Mhon_014240
K21952	Mhon_014243
K01866	Mhon_014247
K03026	Mhon_014248
K08959	Mhon_014249
K08960	Mhon_014249
K01245	Mhon_014251
K01245	Mhon_014252
K12896	Mhon_014257
K12896	Mhon_014260
K12462	Mhon_014261
K19347	Mhon_014264
K19347	Mhon_014265
K08267	Mhon_014289
K15627	Mhon_014290
K02187	Mhon_014294
K04397	Mhon_014294
K04489	Mhon_014294
K20008	Mhon_014294
K15216	Mhon_014295
K06537	Mhon_014300
K17353	Mhon_014300
K06537	Mhon_014303
K17353	Mhon_014303
K07509	Mhon_014307
K07515	Mhon_014308
K14379	Mhon_014309
K06674	Mhon_014311
K04994	Mhon_014314
K11886	Mhon_014315
K03424	Mhon_014317
K08892	Mhon_014318
K17541	Mhon_014320
K12233	Mhon_014322
K14554	Mhon_014324
K11416	Mhon_014325
K01551	Mhon_014326
K19383	Mhon_014327
K05310	Mhon_014328
K09232	Mhon_014329
K14315	Mhon_014331
K04593	Mhon_014333
K04594	Mhon_014333
K11865	Mhon_014334
K14415	Mhon_014335
K14550	Mhon_014335
K20402	Mhon_014336
K13982	Mhon_014337
K06672	Mhon_014340
K08764	Mhon_014341
K11503	Mhon_014344
K03237	Mhon_014345
K07756	Mhon_014347
K07298	Mhon_014350
K06515	Mhon_014354
K06515	Mhon_014355
K06240	Mhon_014358
K06268	Mhon_014376
K11318	Mhon_014378
K04679	Mhon_014380
K18418	Mhon_014381
K07883	Mhon_014383
K18752	Mhon_014385
K04984	Mhon_014389
K05213	Mhon_014392
K05213	Mhon_014394
K01205	Mhon_014396
K13293	Mhon_014397
K18436	Mhon_014397
K12755	Mhon_014398
K12757	Mhon_014398
K15166	Mhon_014399
K20877	Mhon_014400
K09699	Mhon_014401
K01128	Mhon_014402
K00772	Mhon_014403
K00772	Mhon_014404
K14648	Mhon_014406
K14801	Mhon_014408
K05614	Mhon_014409
K03241	Mhon_014411
K03241	Mhon_014412
K03241	Mhon_014413
K01392	Mhon_014422
K01393	Mhon_014422
K06225	Mhon_014423
K13525	Mhon_014424
K20776	Mhon_014426
K09666	Mhon_014433
K09666	Mhon_014436
K09666	Mhon_014437
K18438	Mhon_014443
K08488	Mhon_014445
K13813	Mhon_014445
K04367	Mhon_014448
K07841	Mhon_014452
K01358	Mhon_014454
K13293	Mhon_014458
K13293	Mhon_014460
K00272	Mhon_014461
K00273	Mhon_014461
K16582	Mhon_014461
K00273	Mhon_014462
K00273	Mhon_014463
K00272	Mhon_014463
K16582	Mhon_014463
K15283	Mhon_014464
K19872	Mhon_014465
K17770	Mhon_014467
K14995	Mhon_014468
K11493	Mhon_014469
K12472	Mhon_014470
K12472	Mhon_014471
K04514	Mhon_014472
K17388	Mhon_014472
K21852	Mhon_014473
K08524	Mhon_014483
K13218	Mhon_014483
K14948	Mhon_014483
K01764	Mhon_014485
K03875	Mhon_014486
K20315	Mhon_014489
K12387	Mhon_014492
K12387	Mhon_014493
K02649	Mhon_014495
K01784	Mhon_014497
K02649	Mhon_014498
K09564	Mhon_014500
K14686	Mhon_014507
K09506	Mhon_014517
K21852	Mhon_014522
K21852	Mhon_014523
K04514	Mhon_014524
K17388	Mhon_014524
K01231	Mhon_014573
K10352	Mhon_014587
K18669	Mhon_014587
K10352	Mhon_014588
K17751	Mhon_014588
K18669	Mhon_014588
K10352	Mhon_014589
K17751	Mhon_014589
K18669	Mhon_014589
K10352	Mhon_014590
K17751	Mhon_014590
K18669	Mhon_014590
K10352	Mhon_014591
K17751	Mhon_014591
K18669	Mhon_014591
K11864	Mhon_014592
K07837	Mhon_014593
K07838	Mhon_014593
K07839	Mhon_014593
K11864	Mhon_014594
K07837	Mhon_014595
K07838	Mhon_014595
K07839	Mhon_014595
K14445	Mhon_014602
K01315	Mhon_014637
K09644	Mhon_014637
K01315	Mhon_014638
K09644	Mhon_014638
K17890	Mhon_014653
K17890	Mhon_014654
K20290	Mhon_014662
K08655	Mhon_014664
K08656	Mhon_014664
K05665	Mhon_014667
K05667	Mhon_014667
K05665	Mhon_014669
K05667	Mhon_014669
K06099	Mhon_014670
K09276	Mhon_014670
K06099	Mhon_014671
K09276	Mhon_014671
K08835	Mhon_014672
K08835	Mhon_014674
K00423	Mhon_014679
K00423	Mhon_014680
K14611	Mhon_014704
K14611	Mhon_014705
K03951	Mhon_014706
K13515	Mhon_014707
K00490	Mhon_014709
K07426	Mhon_014709
K15001	Mhon_014709
K17726	Mhon_014709
K17731	Mhon_014709
K17952	Mhon_014709
K07426	Mhon_014710
K15001	Mhon_014710
K17731	Mhon_014710
K17952	Mhon_014710
K21766	Mhon_014722
K21766	Mhon_014724
K20029	Mhon_014727
K20029	Mhon_014729
K19754	Mhon_014734
K02868	Mhon_014735
K19754	Mhon_014736
K10414	Mhon_014740
K10414	Mhon_014741
K04307	Mhon_014743
K11981	Mhon_014757
K11981	Mhon_014760
K00901	Mhon_014786
K00901	Mhon_014787
K02177	Mhon_014808
K13207	Mhon_014808
K02177	Mhon_014809
K13207	Mhon_014809
K02177	Mhon_014810
K13207	Mhon_014810
K14439	Mhon_014812
K00008	Mhon_014813
K02177	Mhon_014814
K13207	Mhon_014814
K14439	Mhon_014816
K00008	Mhon_014817
K02177	Mhon_014819
K02177	Mhon_014821
K14286	Mhon_014836
K05016	Mhon_014839
K05016	Mhon_014840
K15167	Mhon_014841
K00645	Mhon_014842
K02212	Mhon_014843
K15167	Mhon_014844
K00645	Mhon_014846
K17491	Mhon_014855
K17491	Mhon_014857
K02258	Mhon_014858
K02258	Mhon_014860
K20641	Mhon_014882
K20641	Mhon_014889
K20641	Mhon_014890
K10310	Mhon_014899
K10310	Mhon_014901
K14137	Mhon_014905
K07553	Mhon_014909
K09905	Mhon_014909
K07553	Mhon_014910
K09905	Mhon_014910
K07553	Mhon_014911
K09905	Mhon_014911
K07553	Mhon_014912
K09905	Mhon_014912
K07966	Mhon_014915
K07967	Mhon_014915
K07968	Mhon_014915
K19330	Mhon_014942
K19330	Mhon_014946
K09650	Mhon_014949
K09650	Mhon_014951
K06053	Mhon_014966
K06053	Mhon_014968
K11703	Mhon_014979
K13141	Mhon_014980
K13141	Mhon_014981
K01509	Mhon_014987
K05673	Mhon_014987
K07374	Mhon_014987
K10104	Mhon_014989
K12309	Mhon_014994
K12309	Mhon_014995
K01509	Mhon_015001
K05673	Mhon_015001
K07374	Mhon_015001
K15503	Mhon_015002
K00763	Mhon_015003
K00763	Mhon_015004
K02219	Mhon_015010
K11426	Mhon_015014
K00820	Mhon_015019
K00820	Mhon_015020
K01867	Mhon_015024
K10402	Mhon_015024
K09272	Mhon_015029
K09272	Mhon_015030
K19917	Mhon_015031
K19938	Mhon_015031
K19939	Mhon_015031
K19917	Mhon_015032
K19938	Mhon_015032
K19939	Mhon_015032
K05466	Mhon_015034
K09624	Mhon_015034
K01103	Mhon_015037
K19028	Mhon_015037
K19029	Mhon_015037
K01103	Mhon_015038
K19028	Mhon_015038
K19029	Mhon_015038
K01103	Mhon_015039
K19028	Mhon_015039
K19029	Mhon_015039
